Device: PMTC0000   Connection type - First Gray Box  Date: 11/18/2021
Name;ID;Reg ID;Menu;Type;User rights;Nonvolatile;Min value;Max value;Short name;Print format;Name;Value
SY3PL50M;$20;$3B;$11;u8;AS;NV;0;1;Out1Bit;[DISABLE,ENABLE];OUT1 enable coarse delay;DISABLE
SY3PL50M;$20;$3C;$11;u32;AS;NV;2;524287;Out1Dly;%u 1/OptClk;OUT1 coarse delay;2
SY3PL50M;$20;$25;$11;u32;AUrS;NV;1;50000;RepRateMin;%.1fHz;Repetition rate low limit;49.0
SY3PL50M;$20;$26;$11;u32;AUrS;NV;1;50000;RepRateMax;%.1fHz;Repetition rate high limit;51.0
SY3PL50M;$20;$17;$11;u8;AUrS;NV;0;120;LampLensT;%us;Amplifier warming time;5
SY3PL50M;$20;$2A;$11;u8;AS;NV;0;1;SyncRPhase;%u;/SYNC Phase;0
SY3PL50M;$20;$32;$11;u8;AS;NV;0;134;StartupDelay;%us;Start->Lasing delay;5
SY3PL50M;$20;$35;$11;u8;AS;NV;0;15;PhdSyncDiv;[/1,/2,/4,/8,/16,/32,/64,/128,/256,/512,/1024,/2048,/4096,/8192,/16384,/32768];PHD sync divider;/1
SY3PL50M;$20;$3A;$11;u8;AS;NV;0;2;Options;[AMP,REGEN,AMP+REGEN];Energy fine tune option;AMP+REGEN
SY3PL50M;$20;$46;$11;u8;AUS;NV;0;1;GateMode;[GATE,BURSTTRIG];GATE input function;GATE
SY3PL50M;$20;$47;$11;u8;ArUrSr;NV;0;1;GatePin;[SHORT,OPEN];GATE input;OPEN
SY3PL50M;$20;$48;$11;u8;AUrS;NV;0;1;CANSilence;[OFF,ON];Slave mode;OFF
SY3PL50M;$20;$49;$11;u8;AUrS;NV;0;1;StopNoLock;[OFF,ON];Stop on NOLOCK;OFF
SY3PL50M;$20;$4A;$11;u32;AUS;NV;1;1000000000;ExtSyncDiv;%u;SYNC IN divider;1
SY3PL50M;$20;$29;$F;u8;A;;0;1;Calibrate;%u;Trigger calibrate LMK;0
SY3PL50M;$20;$FF;$20;;;;;;;;Laser controls;
SY3PL50M;$20;$36;$21;u8;AUS;;1;100;Energy;%u%;Amplification;1
SY3PL50M;$20;$39;$21;u8;AUS;NV;1;100;EnergyMax;%u%;Amplification limit;100
SY3PL50M;$20;$37;$21;u8;AUS;;0;1;AmplOn;[OFF,ON];Amplifier On/Off;ON
SY3PL50M;$20;$40;$21;u8;AUS;NV;0;2;OffAdjMax;[OFF,Adjustment,Maximum];Energy level;OFF
SY3PL50M;$20;$41;$21;u16;AUS;NV;50;5000;AdjDelay;%uus;Pump delay, adj. level;750
SY3PL50M;$20;$42;$21;u16;AUrS;NV;50;5000;MaxDelay;%uus;Pump delay, max. output;808
SY3PL50M;$20;$43;$21;u8;AUS;NV;0;1;HOutput;[Fundamental,Harmonic];Output redirection;Fundamental
SY3PL50M;$20;$44;$21;s16;AUrS;NV;-32768;32767;HOutputSet[0];%d;Out. redir. fundamental position;0
SY3PL50M;$20;$45;$21;s16;AUrS;NV;-32768;32767;HOutputSet[1];%d;Out. redir. harmonic position;1
SY3PL50M;$20;$2C;$21;u16;AS;NV;1;5000;FDivider;%u;Frequency divider;1
SY3PL50M;$20;$2F;$21;u8;AS;NV;0;2;BatchM;[Continuous,Burst,Trigger];Continuous / Burst mode / Trigger burst;Continuous
SY3PL50M;$20;$2D;$21;u16;AS;;1;50000;Pack;%u;Burst length, pulses;1
SY3PL50M;$20;$2E;$21;u16;ArSr;;1;50000;PackLeft;%u;Burst pulses to go;0
SY3PL50M;$20;$31;$21;u8;AS;;0;1;CDON;[OFF,ON];CD ON/OFF;ON
SY3PL50M;$20;$FF;$30;;;;;;;;CPLD version;
SY3PL50M;$20;$3D;$32;str8;ArUrSr;;0;0;CPLDVer0;%s;CPLD Version string;PL2250  
SY3PL50M;$20;$3E;$33;u32;ArUrSr;;0;4294967295;CPLDVer1;%u;CPLD Version number;2
SY3PL50M;$20;$3F;$33;u32;ArUrSr;;0;4294967295;CPLDate;%u;CPLD date code;150106
SY3PL50M;$20;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware SY3PL50M;191127
HV40W   ;$28;$FF;$0;;;;;;;;;
HV40W   ;$28;$10;$1;u8;AUS;NV;0;1;Pwr;[OFF,ON];Power switch;OFF
HV40W   ;$28;$11;$2;u16;AUrS;NV;0;5000;SHV;%uV;Set HV voltage;2000
HV40W   ;$28;$12;$3;u16;ArUrSr;;0;5000;HV;%uV;HV voltage;11
HV40W   ;$28;$13;$4;u16;ArUrSr;;0;4092;IHV;%.2fmA;HV current;0.01
HV40W   ;$28;$15;$6;u8;ArUrSr;;0;1;Enab;[OFF,ON];HV supply enabled;ON
HV40W   ;$28;$16;$7;u8;ArUrSr;;0;2;OK;[OFF,OK,BURST];Power circuit status;OFF
HV40W   ;$28;$17;$8;u8;ArUrSr;;0;1;CL;[Current Limit,OK];Current limit status;OK
HV40W   ;$28;$FF;$10;;;;;;;;Calibrate;
HV40W   ;$28;$18;$11;u16;ASr;NV;5;1200;IHL;%.1fmA;Current limit;2.5
HV40W   ;$28;$19;$12;s16;ASr;NV;-32767;32767;CHV;%d;Calibrate HV voltage;469
HV40W   ;$28;$1A;$13;s16;ASr;NV;-32767;32767;CDHV;%d;Calibrate display HV voltage;-700
HV40W   ;$28;$14;$14;u16;ASr;NV;100;40000;Ki;%.1fV/A;Current sensor constant;1000.0
HV40W   ;$28;$1C;$16;u16;ASr;NV;0;5000;SHVLim;%uV;High Voltage Limit;2800
HV40W   ;$28;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Version HV40W;200124
SM5-HM1 ;$2E;$FF;$0;;;;;;;;;
SM5-HM1 ;$2E;$10;$0;u8;AUS;NV;0;1;Mode0;[POSITIONING,VELOCITY];Mode;POSITIONING
SM5-HM1 ;$2E;$11;$1;s32;AUS;NV;-2147483648;2147483647;TrgPos0;%d;Target position;0
SM5-HM1 ;$2E;$12;$2;s32;ArUrSr;;-2147483648;2147483647;CurPos0;%d;Current position;0
SM5-HM1 ;$2E;$13;$3;s16;AUS;NV;-20000;20000;v_target;%dHz;Target speed (velocity mode);0
SM5-HM1 ;$2E;$14;$4;u8;AUS;;0;2;status0;[IDLE,RUNNING,TO_HOME,FAILURE];Status;IDLE
SM5-HM1 ;$2E;$FF;$10;;;;;;;;Motor Setup;
SM5-HM1 ;$2E;$1F;$11;u8;AUrS;NV;0;3;usrs0;[1/1,1/2,1/4,1/8];Microstep resolution;1/8
SM5-HM1 ;$2E;$21;$13;u8;AS;NV;0;1;SR;[Disable,Enable];Synchronous rectification;Enable
SM5-HM1 ;$2E;$20;$12;u16;AUrS;NV;1;20000;v_maxph0;%uHz;Maximum motor velocity;4000
SM5-HM1 ;$2E;$22;$14;u16;AUrS;NV;1;20000;v_min;%uHz;Minimum motor velocity;2000
SM5-HM1 ;$2E;$23;$15;u16;AUrS;NV;0;5000;a_max;%uHz/s;Acceleration;2000
SM5-HM1 ;$2E;$28;$1A;u8;AUrS;NV;0;250;current0;%.2fA;Winding chopping current;0.50
SM5-HM1 ;$2E;$2A;$1C;u8;AUrS;NV;0;5;ref_conf0;[NONE,LEFT,RIGHT,LEFT or RIGHT,HOME,HOME or RIGHT];Stop on refswitches;NONE
SM5-HM1 ;$2E;$2B;$1D;u8;AUrS;NV;0;7;ref_pol0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Invert reference switches;---
SM5-HM1 ;$2E;$2C;$1E;u8;AUrS;NV;0;1;stop_mode0;[ABRUPT,SOFT];Mode of stopping on refswitches;SOFT
SM5-HM1 ;$2E;$2D;$1F;u8;AUrS;NV;0;6;homingm0;[DISABLED,Hm 1->0,Hm 0->1,Hm 1->0  Lf 1->0,Hm 1->0  Lf 0->1,Lf 1->0,Lf 0->1];Reference search mode;Hm 0->1
SM5-HM1 ;$2E;$65;$1F;u32;AUrS;NV;1000000;1073741823;HSearchDist;%u;Reference search distance, steps;1000000
SM5-HM1 ;$2E;$60;$1F;u8;AUS;NV;0;1;SPwr;[OFF,ON];Reference sensors power;ON
SM5-HM1 ;$2E;$63;$1F;u8;AUS;NV;0;3;SPwrAutoOff;[home found,home,left,right];Reference sensors power auto off on;home found
SM5-HM1 ;$2E;$64;$68;u8;ArUrSr;;0;7;switches0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Active switches;H--
SM5-HM1 ;$2E;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware SM5;201202
SM5-HM2 ;$2F;$FF;$0;;;;;;;;;
SM5-HM2 ;$2F;$10;$0;u8;AUS;NV;0;1;Mode0;[POSITIONING,VELOCITY];Mode;POSITIONING
SM5-HM2 ;$2F;$11;$1;s32;AUS;NV;-2147483648;2147483647;TrgPos0;%d;Target position;0
SM5-HM2 ;$2F;$12;$2;s32;ArUrSr;;-2147483648;2147483647;CurPos0;%d;Current position;0
SM5-HM2 ;$2F;$13;$3;s16;AUS;NV;-20000;20000;v_target;%dHz;Target speed (velocity mode);0
SM5-HM2 ;$2F;$14;$4;u8;AUS;;0;2;status0;[IDLE,RUNNING,TO_HOME,FAILURE];Status;IDLE
SM5-HM2 ;$2F;$FF;$10;;;;;;;;Motor Setup;
SM5-HM2 ;$2F;$1F;$11;u8;AUrS;NV;0;3;usrs0;[1/1,1/2,1/4,1/8];Microstep resolution;1/8
SM5-HM2 ;$2F;$21;$13;u8;AS;NV;0;1;SR;[Disable,Enable];Synchronous rectification;Enable
SM5-HM2 ;$2F;$20;$12;u16;AUrS;NV;1;20000;v_maxph0;%uHz;Maximum motor velocity;4000
SM5-HM2 ;$2F;$22;$14;u16;AUrS;NV;1;20000;v_min;%uHz;Minimum motor velocity;3000
SM5-HM2 ;$2F;$23;$15;u16;AUrS;NV;0;5000;a_max;%uHz/s;Acceleration;5000
SM5-HM2 ;$2F;$28;$1A;u8;AUrS;NV;0;250;current0;%.2fA;Winding chopping current;0.50
SM5-HM2 ;$2F;$2A;$1C;u8;AUrS;NV;0;5;ref_conf0;[NONE,LEFT,RIGHT,LEFT or RIGHT,HOME,HOME or RIGHT];Stop on refswitches;NONE
SM5-HM2 ;$2F;$2B;$1D;u8;AUrS;NV;0;7;ref_pol0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Invert reference switches;H--
SM5-HM2 ;$2F;$2C;$1E;u8;AUrS;NV;0;1;stop_mode0;[ABRUPT,SOFT];Mode of stopping on refswitches;SOFT
SM5-HM2 ;$2F;$2D;$1F;u8;AUrS;NV;0;6;homingm0;[DISABLED,Hm 1->0,Hm 0->1,Hm 1->0  Lf 1->0,Hm 1->0  Lf 0->1,Lf 1->0,Lf 0->1];Reference search mode;Hm 0->1
SM5-HM2 ;$2F;$60;$1F;u8;AUS;NV;0;1;SPwr;[OFF,ON];Reference sensors power;ON
SM5-HM2 ;$2F;$63;$1F;u8;AUS;NV;0;3;SPwrAutoOff;[home found,home,left,right];Reference sensors power auto off on;home found
SM5-HM2 ;$2F;$64;$68;u8;ArUrSr;;0;7;switches0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Active switches;H--
SM5-HM2 ;$2F;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware SM5;171010
PHD1K000;$30;$FF;$0;;;;;;;;;
PHD1K000;$30;$18;$0;u16;ArUrSr;;0;65535;Data;%u;Data;27541
PHD1K000;$30;$11;$1;float;ArUrSr;;0;3.40282346638529E38;Mean;%f;Mean;89.8684
PHD1K000;$30;$12;$2;u16;ArUrSr;;0;10000;StdDev;%.2f%;Standard deviation;0.09
PHD1K000;$30;$13;$3;float;ArUrSr;;0;3.40282346638529E38;Min;%f;Minimum;89.6272
PHD1K000;$30;$14;$4;float;ArUrSr;;0;3.40282346638529E38;Max;%f;Maximum;90.1162
PHD1K000;$30;$15;$5;u16;AUS;NV;1;65535;Batch;%upulses;Batch size;150
PHD1K000;$30;$16;$6;u8;AS;NV;0;8;Atten;[/1,/2,/4,/8,/16,/32,/64,/128,/256];Attenuator position;/1
PHD1K000;$30;$FF;$10;;;;;;;;Acquisition mode;
PHD1K000;$30;$17;$11;u8;AS;NV;0;2;SyncM;[RISE,FALL,POLL];Sync mode;RISE
PHD1K000;$30;$FF;$20;;;;;;;;Calibrate;
PHD1K000;$30;$19;$21;float;AS;NV;1.17549435082229E-38;3.40282346638529E38;Limit;%f;Energy limit;1E009
PHD1K000;$30;$1A;$25;float;A;NV;1.17549435082229E-38;9.99999968028569E37;CalConst;%f;Calibrate constant;0.00326
PHD1K000;$30;$1D;$28;u16;A;NV;0;10000;Offset;%u;ADC offset;160
PHD1K000;$30;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Version PHDMET16;201028
SM5-M4  ;$32;$FF;$0;;;;;;;;;
SM5-M4  ;$32;$10;$0;u8;AUS;NV;0;1;Mode0;[POSITIONING,VELOCITY];Mode;POSITIONING
SM5-M4  ;$32;$11;$1;s32;AUS;NV;-2147483648;2147483647;TrgPos0;%d;Target position;-15000
SM5-M4  ;$32;$12;$2;s32;ArUrSr;;-2147483648;2147483647;CurPos0;%d;Current position;-15000
SM5-M4  ;$32;$13;$3;s16;AUS;NV;-20000;20000;v_target;%dHz;Target speed (velocity mode);0
SM5-M4  ;$32;$14;$4;u8;AUS;;0;2;status0;[IDLE,RUNNING,TO_HOME,FAILURE];Status;IDLE
SM5-M4  ;$32;$FF;$10;;;;;;;;Motor Setup;
SM5-M4  ;$32;$1F;$11;u8;AUrS;NV;0;3;usrs0;[1/1,1/2,1/4,1/8];Microstep resolution;1/8
SM5-M4  ;$32;$21;$13;u8;AS;NV;0;1;SR;[Disable,Enable];Synchronous rectification;Enable
SM5-M4  ;$32;$20;$12;u16;AUrS;NV;1;20000;v_maxph0;%uHz;Maximum motor velocity;6000
SM5-M4  ;$32;$22;$14;u16;AUrS;NV;1;20000;v_min;%uHz;Minimum motor velocity;3000
SM5-M4  ;$32;$23;$15;u16;AUrS;NV;0;5000;a_max;%uHz/s;Acceleration;5000
SM5-M4  ;$32;$28;$1A;u8;AUrS;NV;0;250;current0;%.2fA;Winding chopping current;0.40
SM5-M4  ;$32;$2A;$1C;u8;AUrS;NV;0;5;ref_conf0;[NONE,LEFT,RIGHT,LEFT or RIGHT,HOME,HOME or RIGHT];Stop on refswitches;NONE
SM5-M4  ;$32;$2B;$1D;u8;AUrS;NV;0;7;ref_pol0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Invert reference switches;H--
SM5-M4  ;$32;$2C;$1E;u8;AUrS;NV;0;1;stop_mode0;[ABRUPT,SOFT];Mode of stopping on refswitches;SOFT
SM5-M4  ;$32;$2D;$1F;u8;AUrS;NV;0;6;homingm0;[DISABLED,Hm 1->0,Hm 0->1,Hm 1->0  Lf 1->0,Hm 1->0  Lf 0->1,Lf 1->0,Lf 0->1];Reference search mode;Hm 0->1
SM5-M4  ;$32;$65;$1F;u32;AUrS;NV;1000000;1073741823;HSearchDist;%u;Reference search distance, steps;1000000
SM5-M4  ;$32;$60;$1F;u8;AUS;NV;0;1;SPwr;[OFF,ON];Reference sensors power;ON
SM5-M4  ;$32;$63;$1F;u8;AUS;NV;0;3;SPwrAutoOff;[home found,home,left,right];Reference sensors power auto off on;home found
SM5-M4  ;$32;$64;$68;u8;ArUrSr;;0;7;switches0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Active switches;H--
SM5-M4  ;$32;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware SM5;201202
SM5-M6  ;$33;$FF;$0;;;;;;;;;
SM5-M6  ;$33;$10;$0;u8;AUS;NV;0;1;Mode0;[POSITIONING,VELOCITY];Mode;POSITIONING
SM5-M6  ;$33;$11;$1;s32;AUS;NV;-2147483648;2147483647;TrgPos0;%d;Target position;45000
SM5-M6  ;$33;$12;$2;s32;ArUrSr;;-2147483648;2147483647;CurPos0;%d;Current position;45000
SM5-M6  ;$33;$13;$3;s16;AUS;NV;-20000;20000;v_target;%dHz;Target speed (velocity mode);0
SM5-M6  ;$33;$14;$4;u8;AUS;;0;2;status0;[IDLE,RUNNING,TO_HOME,FAILURE];Status;IDLE
SM5-M6  ;$33;$FF;$10;;;;;;;;Motor Setup;
SM5-M6  ;$33;$1F;$11;u8;AUrS;NV;0;3;usrs0;[1/1,1/2,1/4,1/8];Microstep resolution;1/8
SM5-M6  ;$33;$21;$13;u8;AS;NV;0;1;SR;[Disable,Enable];Synchronous rectification;Enable
SM5-M6  ;$33;$20;$12;u16;AUrS;NV;1;20000;v_maxph0;%uHz;Maximum motor velocity;7000
SM5-M6  ;$33;$22;$14;u16;AUrS;NV;1;20000;v_min;%uHz;Minimum motor velocity;5000
SM5-M6  ;$33;$23;$15;u16;AUrS;NV;0;5000;a_max;%uHz/s;Acceleration;5000
SM5-M6  ;$33;$28;$1A;u8;AUrS;NV;0;250;current0;%.2fA;Winding chopping current;0.50
SM5-M6  ;$33;$2A;$1C;u8;AUrS;NV;0;5;ref_conf0;[NONE,LEFT,RIGHT,LEFT or RIGHT,HOME,HOME or RIGHT];Stop on refswitches;NONE
SM5-M6  ;$33;$2B;$1D;u8;AUrS;NV;0;7;ref_pol0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Invert reference switches;H--
SM5-M6  ;$33;$2C;$1E;u8;AUrS;NV;0;1;stop_mode0;[ABRUPT,SOFT];Mode of stopping on refswitches;SOFT
SM5-M6  ;$33;$2D;$1F;u8;AUrS;NV;0;6;homingm0;[DISABLED,Hm 1->0,Hm 0->1,Hm 1->0  Lf 1->0,Hm 1->0  Lf 0->1,Lf 1->0,Lf 0->1];Reference search mode;Hm 0->1
SM5-M6  ;$33;$65;$1F;u32;AUrS;NV;1000000;1073741823;HSearchDist;%u;Reference search distance, steps;1000000
SM5-M6  ;$33;$60;$1F;u8;AUS;NV;0;1;SPwr;[OFF,ON];Reference sensors power;ON
SM5-M6  ;$33;$63;$1F;u8;AUS;NV;0;3;SPwrAutoOff;[home found,home,left,right];Reference sensors power auto off on;home found
SM5-M6  ;$33;$64;$68;u8;ArUrSr;;0;7;switches0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Active switches;---
SM5-M6  ;$33;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware SM5;201202
MonoChrm;$37;$FF;$0;;;;;;;;;
MonoChrm;$37;$10;$0;float;AUS;NV;400;640;;%.7gnm;WaveLength;532.1
MonoChrm;$37;$11;$1;u8;ArUrSr;;0;3;;[Off,Initiation,Tuning...,Ok.];OPG Status;Ok.
MonoChrm;$37;$38;$2;u8;ArUrSr;;0;5;;[Off,Initiation,Tuning...,Ok.,Fault,No Power];Motor Status;Ok.
MonoChrm;$37;$12;$2;u8;AUrS;;0;2;;[Off,On,Delayed];Backlash compensation;On
MonoChrm;$37;$3C;$5;s16;A;NV;-512;511;;%d Phase;Home Phase;453
MonoChrm;$37;$15;$5;u16;Ar;;0;4096;;%d bytes;Available RAM;1465
MonoChrm;$37;$16;$6;u32;Ar;;0;86016;;%d bytes;Available ROM;66200
MonoChrm;$37;$17;$6;u8;AS;NV;0;2;;[Disabled,Delayed,Enabled];Error on no motor power;Delayed
MonoChrm;$37;$18;$6;u8;ASr;NV;0;1;;[Fine Angle,Wide Angle];Motor type;Fine Angle
MonoChrm;$37;$FF;$20;;;;;;;;Motors Positions;
MonoChrm;$37;$20;$21;float;AUS;;-112.5;112.5;;%0.3f;DG. Motor 0.9°/512;0.000
MonoChrm;$37;$FF;$20;;;;;;;;Thermostat;
MonoChrm;$37;$40;$21;u8;AUS;NV;0;1;;[Off,On];Control;Off
MonoChrm;$37;$41;$22;s16;AUS;NV;4000;6000;;%0.2f°C;Set temperature;40.00
MonoChrm;$37;$42;$23;s16;AUS;NV;10;100;;%0.2f°C;Valid temp. range;0.20
MonoChrm;$37;$43;$24;u8;AUS;NV;0;250;;%ds;Temp. validation time;120
MonoChrm;$37;$44;$25;u8;ArUrSr;;0;1;;[No,Yes];Temperature valid;No
MonoChrm;$37;$45;$26;u16;AUS;NV;0;15;;%d;PID derivatyve;12
MonoChrm;$37;$46;$27;u16;AUS;NV;0;1000;;%d;PID proportional;500
MonoChrm;$37;$47;$28;u16;AUS;NV;0;10000;;%d;PID integrated;10000
MonoChrm;$37;$6A;$29;u8;ArUrSr;;0;255;;%d;PWM output;0
MonoChrm;$37;$48;$2A;u8;A;;0;15;;%d;EEPROM Addr;3
MonoChrm;$37;$49;$2B;u16;A;NV;0;65535;;%xHex;EEPROM Value;4000
MonoChrm;$37;$68;$8;s16;ArUrSr;;0;8000;;%0.2f°C;Motor temperature;38.32
MonoChrm;$37;$69;$9;s16;ArUrSr;;0;8000;;%0.2f°C;Cristal temperature;36.73
MonoChrm;$37;$7C;$E;str8;ArUrSr;;0;0;;%s;Type;SFGfilt.
MonoChrm;$37;$7D;$F;str8;ArUrSr;;0;0;;%s;Serial Nm.;sfg086  
MonoChrm;$37;$FF;$60;;;;;;;;Versions;
MonoChrm;$37;$70;$61;u8;ArUrSr;;0;127;;%d;Kernel;35
MonoChrm;$37;$9;$62;u32;ArUrSr;;200101;401231;;%dyymmdd;Kernel Rev. Date;210512
MonoChrm;$37;$71;$62;u16;ArUrSr;;0;65535;;%xHex;Softw. file;700
MonoChrm;$37;$72;$62;u16;ArUrSr;;0;65535;;%xHex;Hardw. file;103
MonoChrm;$37;$73;$64;u8;ArUrSr;;1;16;;%d;PCB;3
SM5-SF  ;$39;$FF;$0;;;;;;;;;
SM5-SF  ;$39;$10;$0;u8;AUS;NV;0;1;Mode0;[POSITIONING,VELOCITY];Mode;POSITIONING
SM5-SF  ;$39;$11;$1;s32;AUS;NV;-2147483648;2147483647;TrgPos0;%d;Target position;1000
SM5-SF  ;$39;$12;$2;s32;ArUrSr;;-2147483648;2147483647;CurPos0;%d;Current position;1000
SM5-SF  ;$39;$13;$3;s16;AUS;NV;-20000;20000;v_target;%dHz;Target speed (velocity mode);0
SM5-SF  ;$39;$14;$4;u8;AUS;;0;2;status0;[IDLE,RUNNING,TO_HOME,FAILURE];Status;IDLE
SM5-SF  ;$39;$FF;$10;;;;;;;;Motor Setup;
SM5-SF  ;$39;$1F;$11;u8;AUrS;NV;0;3;usrs0;[1/1,1/2,1/4,1/8];Microstep resolution;1/8
SM5-SF  ;$39;$21;$13;u8;AS;NV;0;1;SR;[Disable,Enable];Synchronous rectification;Enable
SM5-SF  ;$39;$20;$12;u16;AUrS;NV;1;20000;v_maxph0;%uHz;Maximum motor velocity;6000
SM5-SF  ;$39;$22;$14;u16;AUrS;NV;1;20000;v_min;%uHz;Minimum motor velocity;3000
SM5-SF  ;$39;$23;$15;u16;AUrS;NV;0;5000;a_max;%uHz/s;Acceleration;500
SM5-SF  ;$39;$28;$1A;u8;AUrS;NV;0;250;current0;%.2fA;Winding chopping current;0.30
SM5-SF  ;$39;$2A;$1C;u8;AUrS;NV;0;5;ref_conf0;[NONE,LEFT,RIGHT,LEFT or RIGHT,HOME,HOME or RIGHT];Stop on refswitches;NONE
SM5-SF  ;$39;$2B;$1D;u8;AUrS;NV;0;7;ref_pol0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Invert reference switches;---
SM5-SF  ;$39;$2C;$1E;u8;AUrS;NV;0;1;stop_mode0;[ABRUPT,SOFT];Mode of stopping on refswitches;SOFT
SM5-SF  ;$39;$2D;$1F;u8;AUrS;NV;0;6;homingm0;[DISABLED,Hm 1->0,Hm 0->1,Hm 1->0  Lf 1->0,Hm 1->0  Lf 0->1,Lf 1->0,Lf 0->1];Reference search mode;Hm 0->1
SM5-SF  ;$39;$65;$1F;u32;AUrS;NV;1000000;1073741823;HSearchDist;%u;Reference search distance, steps;1000000
SM5-SF  ;$39;$60;$1F;u8;AUS;NV;0;1;SPwr;[OFF,ON];Reference sensors power;ON
SM5-SF  ;$39;$63;$1F;u8;AUS;NV;0;3;SPwrAutoOff;[home found,home,left,right];Reference sensors power auto off on;home found
SM5-SF  ;$39;$64;$68;u8;ArUrSr;;0;7;switches0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Active switches;---
SM5-SF  ;$39;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware SM5;201202
SM5-V   ;$3A;$FF;$0;;;;;;;;;
SM5-V   ;$3A;$10;$0;u8;AUS;NV;0;1;Mode0;[POSITIONING,VELOCITY];Mode;POSITIONING
SM5-V   ;$3A;$11;$1;s32;AUS;NV;-2147483648;2147483647;TrgPos0;%d;Target position;1000
SM5-V   ;$3A;$12;$2;s32;ArUrSr;;-2147483648;2147483647;CurPos0;%d;Current position;1000
SM5-V   ;$3A;$13;$3;s16;AUS;NV;-20000;20000;v_target;%dHz;Target speed (velocity mode);0
SM5-V   ;$3A;$14;$4;u8;AUS;;0;2;status0;[IDLE,RUNNING,TO_HOME,FAILURE];Status;IDLE
SM5-V   ;$3A;$FF;$10;;;;;;;;Motor Setup;
SM5-V   ;$3A;$1F;$11;u8;AUrS;NV;0;3;usrs0;[1/1,1/2,1/4,1/8];Microstep resolution;1/8
SM5-V   ;$3A;$21;$13;u8;AS;NV;0;1;SR;[Disable,Enable];Synchronous rectification;Enable
SM5-V   ;$3A;$20;$12;u16;AUrS;NV;1;20000;v_maxph0;%uHz;Maximum motor velocity;6000
SM5-V   ;$3A;$22;$14;u16;AUrS;NV;1;20000;v_min;%uHz;Minimum motor velocity;3000
SM5-V   ;$3A;$23;$15;u16;AUrS;NV;0;5000;a_max;%uHz/s;Acceleration;4000
SM5-V   ;$3A;$28;$1A;u8;AUrS;NV;0;250;current0;%.2fA;Winding chopping current;0.30
SM5-V   ;$3A;$2A;$1C;u8;AUrS;NV;0;5;ref_conf0;[NONE,LEFT,RIGHT,LEFT or RIGHT,HOME,HOME or RIGHT];Stop on refswitches;NONE
SM5-V   ;$3A;$2B;$1D;u8;AUrS;NV;0;7;ref_pol0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Invert reference switches;---
SM5-V   ;$3A;$2C;$1E;u8;AUrS;NV;0;1;stop_mode0;[ABRUPT,SOFT];Mode of stopping on refswitches;SOFT
SM5-V   ;$3A;$2D;$1F;u8;AUrS;NV;0;6;homingm0;[DISABLED,Hm 1->0,Hm 0->1,Hm 1->0  Lf 1->0,Hm 1->0  Lf 0->1,Lf 1->0,Lf 0->1];Reference search mode;Hm 0->1
SM5-V   ;$3A;$65;$1F;u32;AUrS;NV;1000000;1073741823;HSearchDist;%u;Reference search distance, steps;1000000
SM5-V   ;$3A;$60;$1F;u8;AUS;NV;0;1;SPwr;[OFF,ON];Reference sensors power;ON
SM5-V   ;$3A;$63;$1F;u8;AUS;NV;0;3;SPwrAutoOff;[home found,home,left,right];Reference sensors power auto off on;home found
SM5-V   ;$3A;$64;$68;u8;ArUrSr;;0;7;switches0;[---,H--,-L-,HL-,--R,H-R,-LR,HLR];Active switches;---
SM5-V   ;$3A;$9;$F;u32;ArUrSr;;0;4294967295;Version;%06u;Firmware SM5;201202
SM5-HW2 ;$3B;$FF;$0;;;;;;;;;
SM5-HW2 ;$3B;$10;$0;u8;AUS;NV;0;1;Mode0;[POSITIONING,VELOCITY];Mode;POSITIONING
SM5-HW2 ;$3B;$11;$1;s32;AUS;NV;-2147483648;2147483647;TrgPos0;%d;Target position;0
SM5-HW2 ;$3B;$12;$2;s32;ArUrSr;;-2147483648;2147483647;CurPos0;%d;Current position;0
SM5-HW2 ;$3B;$13;$3;s16;AUS;NV;-20000;20000;v_target;%dHz;Target speed (velocity mode);0
SM5-HW2 ;$3B;$14;$4;u8;AUS;;0;2;status0;[IDLE,RUNNING,TO_HOME,FAILURE];Status;IDLE
SM5-HW2 ;$3B;$FF;$10;;;;;;;;Motor Setup;
